order_id,order_date,order_time,customer_id,customer_name,region,city,salesperson,category,product_name,sku_id,quantity,unit_price,discount_pct,return_flag,payment_method,channel,revenue,gross_revenue,discount_amount
ORD-20260622-0096,2026-06-22,09:14:32,CUST0119,Raj Nair,South,Hyderabad,Pooja Verma,Personal Care,Dove Soap 100g,PC-001,26,55,5,No,UPI,Distributor,1358.5,1430,71.5
ORD-20260622-0137,2026-06-22,20:16:02,CUST0283,Meena Mishra,South,Bangalore,Karan Patel,Personal Care,Colgate Toothpaste 200g,PC-003,5,110,5,No,Cash,In-Store,522.5,550,27.5
ORD-20260622-0091,2026-06-22,12:11:36,CUST0107,Usha Shah,South,Chennai,Arjun Mehta,Snacks,Lays Classic 90g,SNK-001,54,30,15,No,Card,Online,1377.0,1620,243.0
ORD-20260622-0394,2026-06-22,17:05:18,CUST0114,Usha Verma,East,Kolkata,Divya Nair,Snacks,Haldirams Bhujia 400g,SNK-005,17,130,10,No,UPI,Distributor,1989.0,2210,221.0
ORD-20260622-0438,2026-06-22,10:07:54,CUST0037,Ramesh Singh,South,Hyderabad,Sneha Iyer,Household,Harpic Toilet Cleaner,HH-004,8,140,0,No,Credit,Distributor,1120.0,1120,0.0
ORD-20260622-0140,2026-06-22,12:59:54,CUST0254,Vikram Sharma,West,Pune,Pooja Verma,Household,Ariel Detergent 1kg,HH-001,16,220,5,No,UPI,Online,3344.0,3520,176.0
ORD-20260622-0488,2026-06-22,17:17:42,CUST0185,Geeta Sharma,East,Kolkata,Priya Sharma,Snacks,Haldirams Bhujia 400g,SNK-005,56,130,0,No,Credit,Distributor,7280.0,7280,0.0
ORD-20260622-0461,2026-06-22,20:36:47,CUST0090,Suresh Pillai,South,Kochi,Sneha Iyer,Dairy,Nestle Munch Milkshake,DAI-004,24,30,0,No,Card,In-Store,720.0,720,0.0
ORD-20260622-0307,2026-06-22,12:40:36,CUST0292,Ajay Mishra,West,Mumbai,Nikhil Joshi,Snacks,Lays Classic 90g,SNK-001,32,30,0,No,UPI,Online,960.0,960,0.0
ORD-20260622-0037,2026-06-22,13:21:05,CUST0199,Deepa Pillai,West,Ahmedabad,Pooja Verma,Household,Harpic Toilet Cleaner,HH-004,29,140,5,No,UPI,In-Store,3857.0,4060,203.0
ORD-20260622-0385,2026-06-22,20:34:15,CUST0059,Sunita Kumar,North,Jaipur,Pooja Verma,Dairy,Amul Full Cream Milk 1L,DAI-001,32,68,0,No,Credit,Distributor,2176.0,2176,0.0
ORD-20260622-0262,2026-06-22,19:41:18,CUST0025,Geeta Iyer,North,Chandigarh,Arjun Mehta,Snacks,Hide & Seek Cookies 150g,SNK-003,122,55,10,No,Credit,Distributor,6039.0,6710,671.0
ORD-20260622-0535,2026-06-22,09:13:19,CUST0201,Usha Das,South,Kochi,Divya Nair,Beverages,Glucon-D 500g,BEV-006,42,165,10,No,Credit,In-Store,6237.0,6930,693.0
ORD-20260622-0448,2026-06-22,20:41:00,CUST0064,Rekha Reddy,West,Ahmedabad,Divya Nair,Dairy,Amul Full Cream Milk 1L,DAI-001,14,68,0,No,UPI,Distributor,952.0,952,0.0
ORD-20260622-0397,2026-06-22,18:14:53,CUST0107,Usha Shah,Central,Nagpur,Arjun Mehta,Dairy,Mother Dairy Curd 400g,DAI-003,26,50,0,No,Credit,Distributor,1300.0,1300,0.0
ORD-20260622-0406,2026-06-22,17:41:07,CUST0284,Ramesh Kumar,North,Jaipur,Sneha Iyer,Snacks,Good Day Biscuits 200g,SNK-004,11,45,5,No,UPI,In-Store,470.25,495,24.75
ORD-20260622-0481,2026-06-22,17:38:42,CUST0034,Deepa Gupta,South,Bangalore,Priya Sharma,Beverages,Bisleri Water 1L,BEV-004,34,20,0,No,UPI,Online,680.0,680,0.0
ORD-20260622-0258,2026-06-22,15:57:42,CUST0088,Vikram Shah,South,Kochi,Karan Patel,Household,Lizol Floor Cleaner 1L,HH-003,13,175,0,No,Card,Online,2275.0,2275,0.0
ORD-20260622-0231,2026-06-22,14:29:26,CUST0235,Ramesh Iyer,North,Jaipur,Nikhil Joshi,Household,Scotch Brite Scrub Pad,HH-006,17,45,15,No,Cash,In-Store,650.25,765,114.75
ORD-20260622-0003,2026-06-22,13:33:20,CUST0152,Suresh Nair,East,Bhubaneswar,Rohan Das,Personal Care,Colgate Toothpaste 200g,PC-003,18,110,0,No,Card,In-Store,1980.0,1980,0.0
ORD-20260622-0081,2026-06-22,20:03:10,CUST0258,Sunil Nair,Central,Nagpur,Pooja Verma,Snacks,Maggi Noodles 70g,SNK-006,31,14,10,No,Cash,In-Store,390.6,434,43.39999999999998
ORD-20260622-0190,2026-06-22,19:53:41,CUST0173,Suresh Iyer,North,Jaipur,Vikram Singh,Dairy,Britannia Cheese Slice,DAI-005,15,115,10,No,UPI,Online,1552.5,1725,172.5
ORD-20260622-0248,2026-06-22,16:29:40,CUST0269,Shweta Das,Central,Raipur,Anjali Rao,Dairy,Nestle Munch Milkshake,DAI-004,20,30,0,No,Card,Online,600.0,600,0.0
ORD-20260622-0068,2026-06-22,17:09:53,CUST0249,Shweta Singh,North,Chandigarh,Rohan Das,Dairy,Mother Dairy Curd 400g,DAI-003,11,50,0,No,Credit,Distributor,550.0,550,0.0
ORD-20260622-0224,2026-06-22,11:48:06,CUST0098,Ajay Joshi,Unknown Region,Indore,Pooja Verma,Household,Lizol Floor Cleaner 1L,HH-003,5,175,0,No,UPI,In-Store,875.0,875,0.0
ORD-20260622-0399,2026-06-22,18:44:32,CUST0062,Rekha Singh,East,Kolkata,Divya Nair,Dairy,Amul Butter 500g,DAI-002,11,260,0,No,Credit,Distributor,2860.0,2860,0.0
ORD-20260622-0004,2026-06-22,10:47:20,CUST0299,Anita Sharma,South,Chennai,Sneha Iyer,Dairy,Nestle Munch Milkshake,DAI-004,39,30,0,No,UPI,In-Store,1170.0,1170,0.0
ORD-20260622-0475,2026-06-22,09:51:36,CUST0290,Raj Pillai,South,Kochi,Sneha Iyer,Household,Harpic Toilet Cleaner,HH-004,21,140,0,No,Cash,In-Store,2940.0,2940,0.0
ORD-20260622-0424,2026-06-22,18:48:14,CUST0088,Vikram Shah,North,Jaipur,Vikram Singh,Household,Ariel Detergent 1kg,HH-001,6,220,5,No,Credit,Distributor,1254.0,1320,66.0
ORD-20260622-0202,2026-06-22,20:29:43,CUST0107,Usha Shah,Central,Raipur,Sneha Iyer,Snacks,Hide & Seek Cookies 150g,SNK-003,42,55,5,No,UPI,In-Store,2194.5,2310,115.5
ORD-20260622-0357,2026-06-22,14:54:31,CUST0213,Suresh Gupta,West,Surat,Rohan Das,Snacks,Maggi Noodles 70g,SNK-006,57,14,5,No,Credit,Distributor,758.0999999999999,798,39.90000000000009
ORD-20260622-0507,2026-06-22,18:27:52,CUST0124,Rahul Reddy,Central,Nagpur,Anjali Rao,Household,Good Knight Refill,HH-005,23,75,5,No,Credit,Distributor,1638.75,1725,86.25
ORD-20260622-0452,2026-06-22,14:21:14,CUST0268,Vikram Reddy,West,Ahmedabad,Rohan Das,Dairy,Amul Ice Cream 750ml,DAI-006,9,195,10,No,UPI,In-Store,1579.5,1755,175.5
ORD-20260622-0389,2026-06-22,17:45:16,CUST0156,Shweta Iyer,North,Delhi,Arjun Mehta,Dairy,Britannia Cheese Slice,DAI-005,20,115,10,No,UPI,In-Store,2070.0,2300,230.0
ORD-20260622-0343,2026-06-22,11:11:42,CUST0186,Sunita Singh,West,Ahmedabad,Rohan Das,Dairy,Amul Butter 500g,DAI-002,12,260,5,No,Card,Online,2964.0,3120,156.0
ORD-20260622-0439,2026-06-22,16:20:53,CUST0203,Suresh Rao,South,Bangalore,Priya Sharma,Household,Good Knight Refill,HH-005,15,75,5,No,UPI,In-Store,1068.75,1125,56.25
ORD-20260622-0420,2026-06-22,20:08:56,CUST0114,Usha Verma,South,Bangalore,Anjali Rao,Personal Care,Nivea Lotion 200ml,PC-004,25,220,0,No,UPI,Distributor,5500.0,5500,0.0
ORD-20260622-0485,2026-06-22,09:38:26,CUST0255,Priya Joshi,West,Surat,Priya Sharma,Personal Care,Gillette Mach3 Razor,PC-006,38,350,0,No,UPI,Distributor,13300.0,13300,0.0
ORD-20260622-0285,2026-06-22,15:36:09,CUST0008,Rahul Nair,North,Lucknow,Priya Sharma,Dairy,Nestle Munch Milkshake,DAI-004,31,30,15,No,UPI,Distributor,790.5,930,139.5
ORD-20260622-0260,2026-06-22,10:27:07,CUST0231,Usha Iyer,South,Chennai,Anjali Rao,Snacks,Maggi Noodles 70g,SNK-006,40,14,0,No,UPI,Distributor,560.0,560,0.0
ORD-20260622-0518,2026-06-22,15:56:11,CUST0162,Vikram Gupta,West,Surat,Divya Nair,Personal Care,Head & Shoulders 340ml,PC-002,13,290,0,No,UPI,Online,3770.0,3770,0.0
ORD-20260622-0201,2026-06-22,11:44:18,CUST0035,Neha Nair,North,Lucknow,Arjun Mehta,Snacks,Hide & Seek Cookies 150g,SNK-003,23,55,0,No,Card,Online,1265.0,1265,0.0
ORD-20260622-0478,2026-06-22,13:56:54,CUST0079,Deepa Sharma,North,Lucknow,Divya Nair,Dairy,Amul Butter 500g,DAI-002,42,260,0,No,Card,Distributor,10920.0,10920,0.0
ORD-20260622-0193,2026-06-22,09:17:11,CUST0073,Usha Mehta,South,Chennai,Nikhil Joshi,Dairy,Amul Full Cream Milk 1L,DAI-001,15,68,0,No,UPI,Online,1020.0,1020,0.0
ORD-20260622-0184,2026-06-22,13:42:08,CUST0201,Usha Das,West,Surat,Divya Nair,Dairy,Nestle Munch Milkshake,DAI-004,32,30,5,No,Credit,Distributor,912.0,960,48.0
ORD-20260622-0487,2026-06-22,16:59:00,CUST0207,Raj Reddy,West,Pune,Sneha Iyer,Snacks,Lays Classic 90g,SNK-001,38,30,0,No,Cash,In-Store,1140.0,1140,0.0
ORD-20260622-0354,2026-06-22,10:24:18,CUST0204,Ramesh Patel,East,Kolkata,Sneha Iyer,Beverages,Nescafe Classic 50g,BEV-005,24,210,5,No,UPI,In-Store,4788.0,5040,252.0
ORD-20260622-0512,2026-06-22,13:44:48,CUST0107,Usha Shah,East,Kolkata,Karan Patel,Household,Good Knight Refill,HH-005,11,75,5,No,Cash,In-Store,783.75,825,41.25
ORD-20260622-0251,2026-06-22,18:10:34,CUST0003,Meena Joshi,South,Bangalore,Vikram Singh,Household,Ariel Detergent 1kg,HH-001,8,220,15,No,Card,In-Store,1496.0,1760,264.0
ORD-20260622-0236,2026-06-22,17:45:53,CUST0131,Priya Rao,South,Hyderabad,Pooja Verma,Dairy,Mother Dairy Curd 400g,DAI-003,41,50,15,No,Cash,In-Store,1742.5,2050,307.5
ORD-20260622-0062,2026-06-22,15:06:48,CUST0193,Neha Nair,North,Chandigarh,Karan Patel,Snacks,Hide & Seek Cookies 150g,SNK-003,46,55,0,No,Credit,Distributor,2530.0,2530,0.0
ORD-20260622-0321,2026-06-22,09:34:30,CUST0076,Sunil Iyer,South,Chennai,Nikhil Joshi,Beverages,Red Bull 250ml,BEV-003,33,125,0,No,Cash,In-Store,4125.0,4125,0.0
ORD-20260622-0294,2026-06-22,11:27:16,CUST0185,Geeta Sharma,South,Chennai,Arjun Mehta,Snacks,Maggi Noodles 70g,SNK-006,18,14,5,No,UPI,Online,239.39999999999998,252,12.600000000000023
ORD-20260622-0511,2026-06-22,10:56:08,CUST0031,Meena Patel,South,Kochi,Rohan Das,Snacks,Good Day Biscuits 200g,SNK-004,41,45,10,No,UPI,Distributor,1660.5,1845,184.5
ORD-20260622-0151,2026-06-22,10:26:14,CUST0191,Priya Iyer,West,Ahmedabad,Arjun Mehta,Snacks,Maggi Noodles 70g,SNK-006,40,14,15,No,Credit,Distributor,476.0,560,84.0
ORD-20260622-0278,2026-06-22,10:37:22,CUST0188,Geeta Verma,Central,Indore,Arjun Mehta,Beverages,Maaza Mango 600ml,BEV-002,14,40,5,No,UPI,Online,532.0,560,28.0
ORD-20260622-0371,2026-06-22,16:09:42,CUST0025,Geeta Iyer,East,Bhubaneswar,Priya Sharma,Beverages,Nescafe Classic 50g,BEV-005,6,210,0,No,UPI,In-Store,1260.0,1260,0.0
ORD-20260622-0513,2026-06-22,20:46:24,CUST0009,Meena Sharma,South,Kochi,Priya Sharma,Personal Care,Dove Soap 100g,PC-001,9,55,15,No,Card,Online,420.75,495,74.25
ORD-20260622-0065,2026-06-22,11:40:34,CUST0181,Amit Das,North,Jaipur,Karan Patel,Beverages,Nescafe Classic 50g,BEV-005,22,210,0,No,Card,In-Store,4620.0,4620,0.0
ORD-20260622-0304,2026-06-22,10:12:37,CUST0052,Vikram Joshi,West,Surat,Priya Sharma,Dairy,Britannia Cheese Slice,DAI-005,47,115,5,No,Cash,In-Store,5134.75,5405,270.25
ORD-20260622-0454,2026-06-22,10:23:44,CUST0014,Amit Rao,North,Jaipur,Sneha Iyer,Dairy,Britannia Cheese Slice,DAI-005,5,115,0,No,UPI,Online,575.0,575,0.0
ORD-20260622-0087,2026-06-22,15:28:01,CUST0052,Vikram Joshi,South,Bangalore,Sneha Iyer,Dairy,Amul Full Cream Milk 1L,DAI-001,12,68,5,No,Cash,In-Store,775.1999999999999,816,40.80000000000007
ORD-20260622-0049,2026-06-22,16:16:02,CUST0191,Priya Iyer,South,Chennai,Sneha Iyer,Dairy,Amul Full Cream Milk 1L,DAI-001,18,68,0,No,UPI,In-Store,1224.0,1224,0.0
ORD-20260622-0409,2026-06-22,11:19:41,CUST0148,Ajay Joshi,Central,Indore,Rohan Das,Household,Scotch Brite Scrub Pad,HH-006,12,45,15,No,Card,Online,459.0,540,81.0
ORD-20260622-0503,2026-06-22,13:31:34,CUST0074,Manoj Rao,West,Pune,Arjun Mehta,Household,Scotch Brite Scrub Pad,HH-006,12,45,15,No,Card,In-Store,459.0,540,81.0
ORD-20260622-0242,2026-06-22,13:02:47,CUST0203,Suresh Rao,West,Mumbai,Rohan Das,Dairy,Mother Dairy Curd 400g,DAI-003,35,50,0,No,Cash,In-Store,1750.0,1750,0.0
ORD-20260622-0155,2026-06-22,17:58:51,CUST0222,Pooja Patel,West,Mumbai,Sneha Iyer,Personal Care,Colgate Toothpaste 200g,PC-003,6,110,0,No,UPI,Online,660.0,660,0.0
ORD-20260622-0403,2026-06-22,12:46:28,CUST0146,Shweta Joshi,West,Surat,Divya Nair,Beverages,Red Bull 250ml,BEV-003,61,125,5,No,Credit,Distributor,7243.75,7625,381.25
ORD-20260622-0132,2026-06-22,09:17:01,CUST0073,Usha Mehta,Central,Bhopal,Arjun Mehta,Dairy,Amul Butter 500g,DAI-002,22,260,0,No,UPI,In-Store,5720.0,5720,0.0
ORD-20260622-0168,2026-06-22,18:16:55,CUST0171,Sunita Patel,South,Hyderabad,Arjun Mehta,Household,Scotch Brite Scrub Pad,HH-006,11,45,0,No,UPI,In-Store,495.0,495,0.0
ORD-20260622-0375,2026-06-22,18:47:36,CUST0257,Ravi Pillai,North,Lucknow,Karan Patel,Beverages,Bisleri Water 1L,BEV-004,16,20,5,No,Credit,Distributor,304.0,320,16.0
ORD-20260622-0486,2026-06-22,13:40:41,CUST0185,Geeta Sharma,South,Chennai,Sneha Iyer,Dairy,Britannia Cheese Slice,DAI-005,15,115,15,No,UPI,In-Store,1466.25,1725,258.75
ORD-20260622-0211,2026-06-22,14:33:26,CUST0217,Suresh Rao,Central,Bhopal,Nikhil Joshi,Personal Care,Nivea Lotion 200ml,PC-004,13,220,0,No,Credit,Distributor,2860.0,2860,0.0
ORD-20260622-0444,2026-06-22,19:42:53,CUST0008,Rahul Nair,East,Bhubaneswar,Pooja Verma,Snacks,Haldirams Bhujia 400g,SNK-005,11,130,0,No,UPI,Distributor,1430.0,1430,0.0
ORD-20260622-0073,2026-06-22,13:04:22,CUST0250,Kavya Das,East,Kolkata,Divya Nair,Personal Care,Gillette Mach3 Razor,PC-006,9,350,15,No,UPI,Online,2677.5,3150,472.5
ORD-20260622-0308,2026-06-22,19:37:58,CUST0261,Meena Kumar,East,Bhubaneswar,Nikhil Joshi,Household,Ariel Detergent 1kg,HH-001,16,220,0,No,Card,In-Store,3520.0,3520,0.0
ORD-20260622-0508,2026-06-22,17:35:34,CUST0213,Suresh Gupta,West,Mumbai,Karan Patel,Dairy,Amul Butter 500g,DAI-002,24,260,0,No,Card,In-Store,6240.0,6240,0.0
ORD-20260622-0191,2026-06-22,15:42:49,CUST0047,Rahul Nair,Central,Nagpur,Nikhil Joshi,Snacks,Haldirams Bhujia 400g,SNK-005,53,130,0,No,UPI,Distributor,6890.0,6890,0.0
ORD-20260622-0466,2026-06-22,19:44:17,CUST0288,Unknown Customer,East,Bhubaneswar,Arjun Mehta,Snacks,Haldirams Bhujia 400g,SNK-005,45,130,10,No,Cash,In-Store,5265.0,5850,585.0
ORD-20260622-0002,2026-06-22,19:11:17,CUST0095,Sunita Joshi,South,Hyderabad,Karan Patel,Beverages,Tropicana Orange 1L,BEV-001,10,95,10,No,UPI,Online,855.0,950,95.0
ORD-20260622-0109,2026-06-22,20:39:04,CUST0109,Pooja Nair,West,Ahmedabad,Arjun Mehta,Beverages,Glucon-D 500g,BEV-006,62,165,10,No,Card,In-Store,9207.0,10230,1023.0
ORD-20260622-0188,2026-06-22,11:09:56,CUST0106,Raj Kumar,West,Mumbai,Rohan Das,Dairy,Nestle Munch Milkshake,DAI-004,14,30,5,No,UPI,In-Store,399.0,420,21.0
ORD-20260622-0480,2026-06-22,10:27:37,CUST0072,Ravi Sharma,North,Jaipur,Pooja Verma,Snacks,Kurkure Masala 90g,SNK-002,53,30,0,No,UPI,In-Store,1590.0,1590,0.0
ORD-20260622-0266,2026-06-22,19:43:49,CUST0197,Rekha Kumar,South,Chennai,Nikhil Joshi,Dairy,Britannia Cheese Slice,DAI-005,13,115,5,No,UPI,Distributor,1420.25,1495,74.75
ORD-20260622-0092,2026-06-22,19:30:14,CUST0178,Suresh Verma,East,Bhubaneswar,Vikram Singh,Household,Good Knight Refill,HH-005,22,75,15,No,UPI,In-Store,1402.5,1650,247.5
ORD-20260622-0071,2026-06-22,19:38:30,CUST0191,Priya Iyer,South,Hyderabad,Arjun Mehta,Dairy,Amul Butter 500g,DAI-002,19,260,0,No,Card,Online,4940.0,4940,0.0
ORD-20260622-0074,2026-06-22,13:13:15,CUST0148,Ajay Joshi,East,Kolkata,Priya Sharma,Dairy,Britannia Cheese Slice,DAI-005,24,115,0,No,Cash,In-Store,2760.0,2760,0.0
ORD-20260622-0072,2026-06-22,12:56:26,CUST0160,Rahul Nair,West,Ahmedabad,Priya Sharma,Dairy,Mother Dairy Curd 400g,DAI-003,39,50,5,No,Cash,In-Store,1852.5,1950,97.5
ORD-20260623-0090,2026-06-23,11:55:54,CUST0266,Priya Joshi,East,Guwahati,Priya Sharma,Beverages,Nescafe Classic 50g,BEV-005,49,210,5,No,Credit,Distributor,9775.5,10290,514.5
ORD-20260623-0443,2026-06-23,13:14:01,CUST0018,Arun Patel,Central,Bhopal,Vikram Singh,Snacks,Haldirams Bhujia 400g,SNK-005,63,130,0,No,Credit,Distributor,8190.0,8190,0.0
ORD-20260623-0056,2026-06-23,17:38:47,CUST0152,Suresh Nair,West,Pune,Anjali Rao,Household,Lizol Floor Cleaner 1L,HH-003,24,175,10,No,Credit,Distributor,3780.0,4200,420.0
ORD-20260623-0510,2026-06-23,16:27:59,CUST0001,Sunil Patel,South,Bangalore,Priya Sharma,Dairy,Nestle Munch Milkshake,DAI-004,25,30,0,No,Card,In-Store,750.0,750,0.0
ORD-20260623-0431,2026-06-23,19:32:39,CUST0067,Unknown Customer,West,Ahmedabad,Pooja Verma,Snacks,Maggi Noodles 70g,SNK-006,48,14,0,No,Card,Distributor,672.0,672,0.0
ORD-20260623-0135,2026-06-23,12:08:26,CUST0189,Neha Kumar,South,Hyderabad,Pooja Verma,Beverages,Red Bull 250ml,BEV-003,37,125,10,No,UPI,In-Store,4162.5,4625,462.5
ORD-20260623-0343,2026-06-23,18:44:03,CUST0098,Ajay Joshi,South,Hyderabad,Divya Nair,Beverages,Tropicana Orange 1L,BEV-001,16,95,5,No,Card,Online,1444.0,1520,76.0
ORD-20260623-0045,2026-06-23,14:54:25,CUST0094,Ravi Reddy,South,Hyderabad,Divya Nair,Dairy,Mother Dairy Curd 400g,DAI-003,8,50,0,No,UPI,In-Store,400.0,400,0.0
ORD-20260623-0063,2026-06-23,15:37:18,CUST0167,Rekha Sharma,Central,Raipur,Karan Patel,Household,Ariel Detergent 1kg,HH-001,6,220,0,No,Credit,In-Store,1320.0,1320,0.0
ORD-20260623-0141,2026-06-23,20:48:22,CUST0068,Shweta Mehta,East,Kolkata,Arjun Mehta,Snacks,Haldirams Bhujia 400g,SNK-005,50,130,5,No,Credit,Distributor,6175.0,6500,325.0
ORD-20260623-0348,2026-06-23,09:41:03,CUST0046,Sanjay Mehta,West,Pune,Priya Sharma,Household,Scotch Brite Scrub Pad,HH-006,21,45,0,No,UPI,Online,945.0,945,0.0
ORD-20260623-0495,2026-06-23,10:36:55,CUST0068,Shweta Mehta,South,Bangalore,Vikram Singh,Snacks,Hide & Seek Cookies 150g,SNK-003,54,55,10,No,Credit,Distributor,2673.0,2970,297.0
ORD-20260623-0341,2026-06-23,18:34:00,CUST0214,Sunil Mishra,South,Chennai,Pooja Verma,Dairy,Mother Dairy Curd 400g,DAI-003,27,50,0,No,Card,In-Store,1350.0,1350,0.0
ORD-20260623-0247,2026-06-23,14:14:02,CUST0026,Sunil Gupta,West,Pune,Pooja Verma,Beverages,Bisleri Water 1L,BEV-004,24,20,0,No,Cash,Online,480.0,480,0.0
ORD-20260623-0276,2026-06-23,10:09:38,CUST0166,Geeta Iyer,Central,Indore,Sneha Iyer,Dairy,Mother Dairy Curd 400g,DAI-003,9,50,0,No,UPI,Distributor,450.0,450,0.0
ORD-20260623-0001,2026-06-23,12:17:49,CUST0026,Unknown Customer,Central,Raipur,Karan Patel,Beverages,Glucon-D 500g,BEV-006,18,165,5,No,Card,Distributor,2821.5,2970,148.5
ORD-20260623-0295,2026-06-23,11:09:24,CUST0171,Sunita Patel,West,Ahmedabad,Anjali Rao,Dairy,Amul Ice Cream 750ml,DAI-006,30,195,15,No,Card,Online,4972.5,5850,877.5
ORD-20260623-0007,2026-06-23,16:33:40,CUST0043,Shweta Das,South,Kochi,Arjun Mehta,Dairy,Britannia Cheese Slice,DAI-005,28,115,5,No,Cash,In-Store,3059.0,3220,161.0
ORD-20260623-0171,2026-06-23,11:36:52,CUST0147,Sanjay Patel,South,Bangalore,Rohan Das,Personal Care,Gillette Mach3 Razor,PC-006,15,350,10,No,UPI,Distributor,4725.0,5250,525.0
ORD-20260623-0405,2026-06-23,15:59:56,CUST0259,Ramesh Mishra,South,Hyderabad,Sneha Iyer,Snacks,Lays Classic 90g,SNK-001,59,30,5,No,Card,In-Store,1681.5,1770,88.5
ORD-20260623-0236,2026-06-23,12:14:04,CUST0213,Suresh Gupta,West,Surat,Karan Patel,Beverages,Maaza Mango 600ml,BEV-002,12,40,10,No,Card,Distributor,432.0,480,48.0
ORD-20260623-0107,2026-06-23,15:57:22,CUST0142,Manoj Rao,East,Bhubaneswar,Divya Nair,Dairy,Britannia Cheese Slice,DAI-005,40,115,5,No,UPI,In-Store,4370.0,4600,230.0
ORD-20260623-0289,2026-06-23,19:06:04,CUST0228,Rahul Das,North,Lucknow,Pooja Verma,Beverages,Bisleri Water 1L,BEV-004,26,20,0,No,Card,Online,520.0,520,0.0
ORD-20260623-0084,2026-06-23,15:03:28,CUST0002,Amit Mehta,West,Mumbai,Rohan Das,Dairy,Britannia Cheese Slice,DAI-005,36,115,0,No,Cash,Distributor,4140.0,4140,0.0
ORD-20260623-0445,2026-06-23,13:03:27,CUST0117,Usha Das,West,Mumbai,Sneha Iyer,Snacks,Kurkure Masala 90g,SNK-002,50,30,0,No,Cash,In-Store,1500.0,1500,0.0
ORD-20260623-0351,2026-06-23,13:38:40,CUST0047,Rahul Nair,North,Chandigarh,Nikhil Joshi,Snacks,Haldirams Bhujia 400g,SNK-005,57,130,0,No,Card,In-Store,7410.0,7410,0.0
ORD-20260623-0411,2026-06-23,10:12:32,CUST0114,Usha Verma,South,Bangalore,Pooja Verma,Snacks,Hide & Seek Cookies 150g,SNK-003,13,55,0,No,Card,Online,715.0,715,0.0
ORD-20260623-0503,2026-06-23,17:46:21,CUST0092,Ramesh Iyer,Central,Bhopal,Anjali Rao,Dairy,Mother Dairy Curd 400g,DAI-003,24,50,5,No,UPI,In-Store,1140.0,1200,60.0
ORD-20260623-0415,2026-06-23,12:24:00,CUST0020,Sunita Gupta,North,Lucknow,Vikram Singh,Beverages,Maaza Mango 600ml,BEV-002,7,40,0,No,Cash,Distributor,280.0,280,0.0
ORD-20260623-0391,2026-06-23,15:30:32,CUST0193,Neha Nair,East,Kolkata,Divya Nair,Snacks,Haldirams Bhujia 400g,SNK-005,23,130,10,No,UPI,In-Store,2691.0,2990,299.0
ORD-20260623-0220,2026-06-23,13:18:39,CUST0071,Pooja Rao,West,Surat,Arjun Mehta,Personal Care,Colgate Toothpaste 200g,PC-003,6,110,0,No,Cash,Online,660.0,660,0.0
ORD-20260623-0277,2026-06-23,20:07:21,CUST0066,Geeta Sharma,Central,Raipur,Arjun Mehta,Snacks,Good Day Biscuits 200g,SNK-004,16,45,0,No,Card,Online,720.0,720,0.0
ORD-20260623-0256,2026-06-23,16:07:18,CUST0200,Amit Rao,West,Pune,Divya Nair,Personal Care,Colgate Toothpaste 200g,PC-003,23,110,0,No,Credit,Distributor,2530.0,2530,0.0
ORD-20260623-0330,2026-06-23,20:56:52,CUST0146,Shweta Joshi,North,Jaipur,Vikram Singh,Dairy,Mother Dairy Curd 400g,DAI-003,13,50,0,No,Cash,In-Store,650.0,650,0.0
ORD-20260623-0264,2026-06-23,10:50:40,CUST0295,Sanjay Pillai,West,Mumbai,Vikram Singh,Beverages,Maaza Mango 600ml,BEV-002,15,40,0,No,Card,In-Store,600.0,600,0.0
ORD-20260623-0237,2026-06-23,15:54:51,CUST0009,Meena Sharma,East,Patna,Vikram Singh,Household,Scotch Brite Scrub Pad,HH-006,8,45,0,No,Credit,Distributor,360.0,360,0.0
ORD-20260623-0521,2026-06-23,11:18:38,CUST0204,Ramesh Patel,North,Delhi,Sneha Iyer,Household,Scotch Brite Scrub Pad,HH-006,4,45,5,No,UPI,In-Store,171.0,180,9.0
ORD-20260623-0010,2026-06-23,17:48:52,CUST0094,Ravi Reddy,South,Bangalore,Karan Patel,Personal Care,Head & Shoulders 340ml,PC-002,5,290,0,No,Cash,In-Store,1450.0,1450,0.0
ORD-20260623-0349,2026-06-23,10:38:06,CUST0114,Usha Verma,East,Kolkata,Priya Sharma,Household,Ariel Detergent 1kg,HH-001,12,220,5,No,UPI,In-Store,2508.0,2640,132.0
ORD-20260623-0271,2026-06-23,14:53:58,CUST0198,Meena Rao,South,Chennai,Divya Nair,Dairy,Amul Ice Cream 750ml,DAI-006,43,195,0,No,Credit,Distributor,8385.0,8385,0.0
ORD-20260623-0005,2026-06-23,13:51:44,CUST0199,Deepa Pillai,North,Delhi,Anjali Rao,Beverages,Bisleri Water 1L,BEV-004,25,20,10,No,Cash,In-Store,450.0,500,50.0
ORD-20260623-0324,2026-06-23,10:32:09,CUST0016,Arun Mehta,South,Hyderabad,Sneha Iyer,Dairy,Britannia Cheese Slice,DAI-005,47,115,0,No,UPI,In-Store,5405.0,5405,0.0
ORD-20260623-0246,2026-06-23,15:26:37,CUST0205,Sanjay Verma,Central,Raipur,Rohan Das,Dairy,Nestle Munch Milkshake,DAI-004,17,30,5,No,Credit,Distributor,484.5,510,25.5
